,mutual_info
BCUT2D_LOGPHI,0.17724872215761733
BCUT2D_CHGLO,0.14916909627459285
SMR_VSA4,0.14202655722722124
MaxAbsPartialCharge,0.1315894496635397
BCUT2D_MRLOW,0.12053640784553288
SlogP_VSA4,0.11840727648541627
FpDensityMorgan3,0.1170577578800045
BCUT2D_MWLOW,0.11263246377778113
NumSaturatedCarbocycles,0.11236574084095396
BCUT2D_LOGPLOW,0.10836695233592808
SlogP_VSA6,0.10538466199154906
BCUT2D_MRHI,0.10357037714327477
MinPartialCharge,0.1033063357749322
VSA_EState1,0.10330356082256875
EState_VSA8,0.10160387366691159
NumAliphaticRings,0.1015437215569368
MaxAbsEStateIndex,0.09932686139804803
MaxEStateIndex,0.09881268619563333
MinAbsEStateIndex,0.09848336724062401
NumAliphaticCarbocycles,0.09837938565380933
MaxPartialCharge,0.09785009486883478
VSA_EState4,0.09703127425236868
EState_VSA9,0.09681606797779363
SlogP_VSA2,0.09584708805877895
BCUT2D_CHGHI,0.09448248194577058
Chi0n,0.09369881187208273
AvgIpc,0.09339056149958491
Chi3n,0.0931501201827305
SMR_VSA5,0.09239265525318308
PEOE_VSA2,0.08988690741417438
EState_Delta,0.08948598128888197
SlogP_VSA5,0.0889323629887917
Chi1n,0.0870209291185513
MolLogP,0.08699449333423459
PEOE_VSA1,0.08632020847526833
PEOE_VSA6,0.08605526450711487
MinEStateIndex,0.08262745334910804
SMR_VSA1,0.08211821941880437
Chi1v,0.08073652477926707
VSA_EState7,0.07965742559469824
qed,0.07702934451306609
VSA_EState5,0.07667720330638472
PEOE_VSA9,0.07525468988651474
BCUT2D_MWHI,0.07513726484358552
PEOE_VSA7,0.07505196564090122
VSA_EState8,0.07465967489023928
FpDensityMorgan2,0.07347994294197369
PEOE_VSA10,0.07226120202361574
SMR_VSA6,0.07047294315896968
MinAbsPartialCharge,0.07005257282640276
NumValenceElectrons,0.06962867328498046
FractionCSP3,0.06910876641395935
Kappa1,0.06835401278920683
Kappa3,0.06681115392575077
EState_VSA10,0.06637320071109132
EState_VSA3,0.06551638721291386
SlogP_VSA10,0.06456433720375143
VSA_EState2,0.06248775290331432
SMR_VSA10,0.062251177900899624
NumHeteroatoms,0.06214954334692502
EState_VSA6,0.06155993820761818
NumSaturatedRings,0.060760878006481
EState_VSA1,0.05545567877835822
MolLogP_sq,0.054379115186494076
SlogP_VSA1,0.05370418635946583
EState_VSA2,0.05341129945113199
PEOE_VSA3,0.05332350836183419
Chi1,0.05288748204005733
Chi3v,0.051131392704972356
PEOE_VSA14,0.050693264704603
BertzCT,0.05057139675429978
Chi0v,0.050459393765338145
NumRotatableBonds,0.05029361956311185
PEOE_VSA8,0.05008657673406791
fr_ether,0.049432202026706396
LabuteASA,0.04771320899997322
fr_halogen,0.046322180474630326
PEOE_VSA12,0.0453733920110313
VSA_EState3,0.04425938362279069
EState_VSA4,0.0436931724868348
NumHAcceptors,0.04281866883734686
NOCount,0.042636460947826915
PEOE_VSA11,0.04253770029319348
PEOE_VSA4,0.040543251270815484
SMR_VSA3,0.040273531313410604
SPS,0.03991600464394951
HeavyAtomMolWt,0.03915515897423161
NumSaturatedHeterocycles,0.03774922032854633
VSA_EState10,0.037656400194005624
Chi0,0.03751445300576117
FpDensityMorgan1,0.03734372809409203
EState_VSA5,0.037064324784637837
fr_allylic_oxid,0.036885211844186694
ExactMolWt,0.03652064838673663
Chi4v,0.03614751344968914
NumAliphaticHeterocycles,0.03512401860648229
Chi2v,0.033587458749742005
fr_bicyclic,0.03336885248242982
EState_VSA7,0.03277728538546709
MolWt,0.03197130529257475
RingCount,0.03152569718642706
SlogP_VSA3,0.03029590120570358
fr_hdrzone,0.029721335589520725
Chi4n,0.02968115065161081
HAcceptors_to_HDonors_Ratio,0.029587460053760672
PEOE_VSA13,0.028502857462954667
fr_Imine,0.028010985025592294
SlogP_VSA8,0.02731178747797003
fr_para_hydroxylation,0.026919198134720324
SMR_VSA7,0.026469255482290066
HallKierAlpha,0.02645747734880155
fr_unbrch_alkane,0.02500460982374131
NumHDonors,0.024947684934906622
SlogP_VSA12,0.02173404032198789
fr_methoxy,0.020883069260704712
fr_imide,0.018850316247321253
fr_phenol,0.018238285529538878
fr_quatN,0.01812592921372791
Kappa2,0.017961493280607588
VSA_EState6,0.01773953811524276
